warehouse_id,warehouse_id_raw,demand_region,ship_cost_per_unit_usd,lead_time_days
WH-W103168,WH-E103168,North,2.33,2
WH-C103169,WH-E103169,South,2.48,1
WH-N103170,WH-E103170,East,2.63,1
WH-S103171,WH-E103171,West,1.58,2
WH-E103172,WH-W103172,North,0.52,4
WH-W103173,WH-W103173,South,0.72,4
WH-C103174,WH-W103174,East,1.39,1
WH-N103175,WH-W103175,West,0.67,3
WH-S103176,WH-C103176,North,1.55,2
WH-E103177,WH-C103177,South,2.48,1
WH-W103178,WH-C103178,East,0.98,3
WH-C103179,WH-C103179,West,1.14,2
WH-N103180,WH-N103180,North,1.08,2
WH-S103181,WH-N103181,South,2.7,2
WH-E103182,WH-N103182,East,1.09,3
WH-W103183,WH-N103183,West,0.63,1
WH-C103184,WH-S103184,North,1.43,3
WH-N103185,WH-S103185,South,1.43,3
WH-S103186,WH-S103186,East,2.42,2
WH-E103187,WH-S103187,West,1.15,4
WH-W103188,WH-E103188,North,2.33,2
WH-C103189,WH-E103189,South,2.48,1
WH-N103190,WH-E103190,East,2.63,1
WH-S103191,WH-E103191,West,1.58,2
WH-E103192,WH-W103192,North,0.52,4
WH-W103193,WH-W103193,South,0.72,4
WH-C103194,WH-W103194,East,1.39,1
WH-N103195,WH-W103195,West,0.67,3
WH-S103196,WH-C103196,North,1.55,2
WH-E103197,WH-C103197,South,2.48,1
WH-W103198,WH-C103198,East,0.98,3
WH-C103199,WH-C103199,West,1.14,2
WH-N103200,WH-N103200,North,1.08,2
WH-S103201,WH-N103201,South,2.7,2
WH-E103202,WH-N103202,East,1.09,3
WH-W103203,WH-N103203,West,0.63,1
WH-C103204,WH-S103204,North,1.43,3
WH-N103205,WH-S103205,South,1.43,3
WH-S103206,WH-S103206,East,2.42,2
WH-E103207,WH-S103207,West,1.15,4
WH-W103208,WH-E103208,North,2.33,2
WH-C103209,WH-E103209,South,2.48,1
WH-N103210,WH-E103210,East,2.63,1
WH-S103211,WH-E103211,West,1.58,2
WH-E103212,WH-W103212,North,0.52,4
WH-W103213,WH-W103213,South,0.72,4
WH-C103214,WH-W103214,East,1.39,1
WH-N103215,WH-W103215,West,0.67,3
WH-S103216,WH-C103216,North,1.55,2
WH-E103217,WH-C103217,South,2.48,1
WH-W103218,WH-C103218,East,0.98,3
WH-C103219,WH-C103219,West,1.14,2
WH-N103220,WH-N103220,North,1.08,2
WH-S103221,WH-N103221,South,2.7,2
WH-E103222,WH-N103222,East,1.09,3
WH-W103223,WH-N103223,West,0.63,1
WH-C103224,WH-S103224,North,1.43,3
WH-N103225,WH-S103225,South,1.43,3
WH-S103226,WH-S103226,East,2.42,2
WH-E103227,WH-S103227,West,1.15,4
WH-W103228,WH-E103228,North,2.33,2
WH-C103229,WH-E103229,South,2.48,1
WH-N103230,WH-E103230,East,2.63,1
WH-S103231,WH-E103231,West,1.58,2
WH-E103232,WH-W103232,North,0.52,4
WH-W103233,WH-W103233,South,0.72,4
WH-C103234,WH-W103234,East,1.39,1
WH-N103235,WH-W103235,West,0.67,3
WH-S103236,WH-C103236,North,1.55,2
WH-E103237,WH-C103237,South,2.48,1
WH-W103238,WH-C103238,East,0.98,3
WH-C103239,WH-C103239,West,1.14,2
WH-N103240,WH-N103240,North,1.08,2
WH-S103241,WH-N103241,South,2.7,2
WH-E103242,WH-N103242,East,1.09,3
WH-W103243,WH-N103243,West,0.63,1
WH-C103244,WH-S103244,North,1.43,3
WH-N103245,WH-S103245,South,1.43,3
WH-S103246,WH-S103246,East,2.42,2
WH-E103247,WH-S103247,West,1.15,4
WH-W103248,WH-E103248,North,2.33,2
WH-C103249,WH-E103249,South,2.48,1
WH-N103250,WH-E103250,East,2.63,1
WH-S103251,WH-E103251,West,1.58,2
WH-E103252,WH-W103252,North,0.52,4
WH-W103253,WH-W103253,South,0.72,4
WH-C103254,WH-W103254,East,1.39,1
WH-N103255,WH-W103255,West,0.67,3
WH-S103256,WH-C103256,North,1.55,2
WH-E103257,WH-C103257,South,2.48,1
WH-W103258,WH-C103258,East,0.98,3
WH-C103259,WH-C103259,West,1.14,2
WH-N103260,WH-N103260,North,1.08,2
WH-S103261,WH-N103261,South,2.7,2
WH-E103262,WH-N103262,East,1.09,3
WH-W103263,WH-N103263,West,0.63,1
WH-C103264,WH-S103264,North,1.43,3
WH-N103265,WH-S103265,South,1.43,3
WH-S103266,WH-S103266,East,2.42,2
WH-E103267,WH-S103267,West,1.15,4
WH-W103268,WH-E103268,North,2.33,2
WH-C103269,WH-E103269,South,2.48,1
WH-N103270,WH-E103270,East,2.63,1
WH-S103271,WH-E103271,West,1.58,2
WH-E103272,WH-W103272,North,0.52,4
WH-W103273,WH-W103273,South,0.72,4
WH-C103274,WH-W103274,East,1.39,1
WH-N103275,WH-W103275,West,0.67,3
WH-S103276,WH-C103276,North,1.55,2
WH-E103277,WH-C103277,South,2.48,1
WH-W103278,WH-C103278,East,0.98,3
WH-C103279,WH-C103279,West,1.14,2
WH-N103280,WH-N103280,North,1.08,2
WH-S103281,WH-N103281,South,2.7,2
WH-E103282,WH-N103282,East,1.09,3
WH-W103283,WH-N103283,West,0.63,1
WH-C103284,WH-S103284,North,1.43,3
WH-N103285,WH-S103285,South,1.43,3
WH-S103286,WH-S103286,East,2.42,2
WH-E103287,WH-S103287,West,1.15,4
WH-W103288,WH-E103288,North,2.33,2
WH-C103289,WH-E103289,South,2.48,1
WH-N103290,WH-E103290,East,2.63,1
WH-S103291,WH-E103291,West,1.58,2
WH-E103292,WH-W103292,North,0.52,4
WH-W103293,WH-W103293,South,0.72,4
WH-C103294,WH-W103294,East,1.39,1
WH-N103295,WH-W103295,West,0.67,3
WH-S103296,WH-C103296,North,1.55,2
WH-E103297,WH-C103297,South,2.48,1
WH-W103298,WH-C103298,East,0.98,3
WH-C103299,WH-C103299,West,1.14,2
WH-N103300,WH-N103300,North,1.08,2
WH-S103301,WH-N103301,South,2.7,2
WH-E103302,WH-N103302,East,1.09,3
WH-W103303,WH-N103303,West,0.63,1
WH-C103304,WH-S103304,North,1.43,3
WH-N103305,WH-S103305,South,1.43,3
WH-S103306,WH-S103306,East,2.42,2
WH-E103307,WH-S103307,West,1.15,4
WH-W103308,WH-E103308,North,2.33,2
WH-C103309,WH-E103309,South,2.48,1
WH-N103310,WH-E103310,East,2.63,1
WH-S103311,WH-E103311,West,1.58,2
WH-E103312,WH-W103312,North,0.52,4
WH-W103313,WH-W103313,South,0.72,4
WH-C103314,WH-W103314,East,1.39,1
WH-N103315,WH-W103315,West,0.67,3
WH-S103316,WH-C103316,North,1.55,2
WH-E103317,WH-C103317,South,2.48,1
WH-W103318,WH-C103318,East,0.98,3
WH-C103319,WH-C103319,West,1.14,2
WH-N103320,WH-N103320,North,1.08,2
WH-S103321,WH-N103321,South,2.7,2
WH-E103322,WH-N103322,East,1.09,3
WH-W103323,WH-N103323,West,0.63,1
WH-C103324,WH-S103324,North,1.43,3
WH-N103325,WH-S103325,South,1.43,3
WH-S103326,WH-S103326,East,2.42,2
WH-E103327,WH-S103327,West,1.15,4
WH-W103328,WH-E103328,North,2.33,2
WH-C103329,WH-E103329,South,2.48,1
WH-N103330,WH-E103330,East,2.63,1
WH-S103331,WH-E103331,West,1.58,2
WH-E103332,WH-W103332,North,0.52,4
WH-W103333,WH-W103333,South,0.72,4
WH-C103334,WH-W103334,East,1.39,1
WH-N103335,WH-W103335,West,0.67,3
WH-S103336,WH-C103336,North,1.55,2
WH-E103337,WH-C103337,South,2.48,1
WH-W103338,WH-C103338,East,0.98,3
WH-C103339,WH-C103339,West,1.14,2
WH-N103340,WH-N103340,North,1.08,2
WH-S103341,WH-N103341,South,2.7,2
WH-E103342,WH-N103342,East,1.09,3
WH-W103343,WH-N103343,West,0.63,1
WH-C103344,WH-S103344,North,1.43,3
WH-N103345,WH-S103345,South,1.43,3
WH-S103346,WH-S103346,East,2.42,2
WH-E103347,WH-S103347,West,1.15,4
WH-W103348,WH-E103348,North,2.33,2
WH-C103349,WH-E103349,South,2.48,1
WH-N103350,WH-E103350,East,2.63,1
WH-S103351,WH-E103351,West,1.58,2
WH-E103352,WH-W103352,North,0.52,4
WH-W103353,WH-W103353,South,0.72,4
WH-C103354,WH-W103354,East,1.39,1
WH-N103355,WH-W103355,West,0.67,3
WH-S103356,WH-C103356,North,1.55,2
WH-E103357,WH-C103357,South,2.48,1
WH-W103358,WH-C103358,East,0.98,3
WH-C103359,WH-C103359,West,1.14,2
WH-N103360,WH-N103360,North,1.08,2
WH-S103361,WH-N103361,South,2.7,2
WH-E103362,WH-N103362,East,1.09,3
WH-W103363,WH-N103363,West,0.63,1
WH-C103364,WH-S103364,North,1.43,3
WH-N103365,WH-S103365,South,1.43,3
WH-S103366,WH-S103366,East,2.42,2
WH-E103367,WH-S103367,West,1.15,4
WH-W103368,WH-E103368,North,2.33,2
WH-C103369,WH-E103369,South,2.48,1
WH-N103370,WH-E103370,East,2.63,1
WH-S103371,WH-E103371,West,1.58,2
WH-E103372,WH-W103372,North,0.52,4
WH-W103373,WH-W103373,South,0.72,4
WH-C103374,WH-W103374,East,1.39,1
WH-N103375,WH-W103375,West,0.67,3
WH-S103376,WH-C103376,North,1.55,2
WH-E103377,WH-C103377,South,2.48,1
WH-W103378,WH-C103378,East,0.98,3
WH-C103379,WH-C103379,West,1.14,2
WH-N103380,WH-N103380,North,1.08,2
WH-S103381,WH-N103381,South,2.7,2
WH-E103382,WH-N103382,East,1.09,3
WH-W103383,WH-N103383,West,0.63,1
WH-C103384,WH-S103384,North,1.43,3
WH-N103385,WH-S103385,South,1.43,3
WH-S103386,WH-S103386,East,2.42,2
WH-E103387,WH-S103387,West,1.15,4
WH-W103388,WH-E103388,North,2.33,2
WH-C103389,WH-E103389,South,2.48,1
WH-N103390,WH-E103390,East,2.63,1
WH-S103391,WH-E103391,West,1.58,2
WH-E103392,WH-W103392,North,0.52,4
WH-W103393,WH-W103393,South,0.72,4
WH-C103394,WH-W103394,East,1.39,1
WH-N103395,WH-W103395,West,0.67,3
WH-S103396,WH-C103396,North,1.55,2
WH-E103397,WH-C103397,South,2.48,1
WH-W103398,WH-C103398,East,0.98,3
WH-C103399,WH-C103399,West,1.14,2
WH-N103400,WH-N103400,North,1.08,2
WH-S103401,WH-N103401,South,2.7,2
WH-E103402,WH-N103402,East,1.09,3
WH-W103403,WH-N103403,West,0.63,1
WH-C103404,WH-S103404,North,1.43,3
WH-N103405,WH-S103405,South,1.43,3
WH-S103406,WH-S103406,East,2.42,2
WH-E103407,WH-S103407,West,1.15,4
WH-W103408,WH-E103408,North,2.33,2
WH-C103409,WH-E103409,South,2.48,1
WH-N103410,WH-E103410,East,2.63,1
WH-S103411,WH-E103411,West,1.58,2
WH-E103412,WH-W103412,North,0.52,4
WH-W103413,WH-W103413,South,0.72,4
WH-C103414,WH-W103414,East,1.39,1
WH-N103415,WH-W103415,West,0.67,3
WH-S103416,WH-C103416,North,1.55,2
WH-E103417,WH-C103417,South,2.48,1
WH-W103418,WH-C103418,East,0.98,3
WH-C103419,WH-C103419,West,1.14,2
WH-N103420,WH-N103420,North,1.08,2
WH-S103421,WH-N103421,South,2.7,2
WH-E103422,WH-N103422,East,1.09,3
WH-W103423,WH-N103423,West,0.63,1
WH-C103424,WH-S103424,North,1.43,3
WH-N103425,WH-S103425,South,1.43,3
WH-S103426,WH-S103426,East,2.42,2
WH-E103427,WH-S103427,West,1.15,4
WH-W103428,WH-E103428,North,2.33,2
WH-C103429,WH-E103429,South,2.48,1
WH-N103430,WH-E103430,East,2.63,1
WH-S103431,WH-E103431,West,1.58,2
WH-E103432,WH-W103432,North,0.52,4
WH-W103433,WH-W103433,South,0.72,4
WH-C103434,WH-W103434,East,1.39,1
WH-N103435,WH-W103435,West,0.67,3
WH-S103436,WH-C103436,North,1.55,2
WH-E103437,WH-C103437,South,2.48,1
WH-W103438,WH-C103438,East,0.98,3
WH-C103439,WH-C103439,West,1.14,2
WH-N103440,WH-N103440,North,1.08,2
WH-S103441,WH-N103441,South,2.7,2
WH-E103442,WH-N103442,East,1.09,3
WH-W103443,WH-N103443,West,0.63,1
WH-C103444,WH-S103444,North,1.43,3
WH-N103445,WH-S103445,South,1.43,3
WH-S103446,WH-S103446,East,2.42,2
WH-E103447,WH-S103447,West,1.15,4
WH-W103448,WH-E103448,North,2.33,2
WH-C103449,WH-E103449,South,2.48,1
WH-N103450,WH-E103450,East,2.63,1
WH-S103451,WH-E103451,West,1.58,2
WH-E103452,WH-W103452,North,0.52,4
WH-W103453,WH-W103453,South,0.72,4
WH-C103454,WH-W103454,East,1.39,1
WH-N103455,WH-W103455,West,0.67,3
WH-S103456,WH-C103456,North,1.55,2
WH-E103457,WH-C103457,South,2.48,1
WH-W103458,WH-C103458,East,0.98,3
WH-C103459,WH-C103459,West,1.14,2
WH-N103460,WH-N103460,North,1.08,2
WH-S103461,WH-N103461,South,2.7,2
WH-E103462,WH-N103462,East,1.09,3
WH-W103463,WH-N103463,West,0.63,1
WH-C103464,WH-S103464,North,1.43,3
WH-N103465,WH-S103465,South,1.43,3
WH-S103466,WH-S103466,East,2.42,2
WH-E103467,WH-S103467,West,1.15,4
WH-W103468,WH-E103468,North,2.33,2
WH-C103469,WH-E103469,South,2.48,1
WH-N103470,WH-E103470,East,2.63,1
WH-S103471,WH-E103471,West,1.58,2
WH-E103472,WH-W103472,North,0.52,4
WH-W103473,WH-W103473,South,0.72,4
WH-C103474,WH-W103474,East,1.39,1
WH-N103475,WH-W103475,West,0.67,3
WH-S103476,WH-C103476,North,1.55,2
WH-E103477,WH-C103477,South,2.48,1
WH-W103478,WH-C103478,East,0.98,3
WH-C103479,WH-C103479,West,1.14,2
WH-N103480,WH-N103480,North,1.08,2
WH-S103481,WH-N103481,South,2.7,2
WH-E103482,WH-N103482,East,1.09,3
WH-W103483,WH-N103483,West,0.63,1
WH-C103484,WH-S103484,North,1.43,3
WH-N103485,WH-S103485,South,1.43,3
WH-S103486,WH-S103486,East,2.42,2
WH-E103487,WH-S103487,West,1.15,4
WH-W103488,WH-E103488,North,2.33,2
WH-C103489,WH-E103489,South,2.48,1
WH-N103490,WH-E103490,East,2.63,1
WH-S103491,WH-E103491,West,1.58,2
WH-E103492,WH-W103492,North,0.52,4
WH-W103493,WH-W103493,South,0.72,4
WH-C103494,WH-W103494,East,1.39,1
WH-N103495,WH-W103495,West,0.67,3
WH-S103496,WH-C103496,North,1.55,2
WH-E103497,WH-C103497,South,2.48,1
WH-W103498,WH-C103498,East,0.98,3
WH-C103499,WH-C103499,West,1.14,2
WH-N103500,WH-N103500,North,1.08,2
WH-S103501,WH-N103501,South,2.7,2
WH-E103502,WH-N103502,East,1.09,3
WH-W103503,WH-N103503,West,0.63,1
WH-C103504,WH-S103504,North,1.43,3
WH-N103505,WH-S103505,South,1.43,3
WH-S103506,WH-S103506,East,2.42,2
WH-E103507,WH-S103507,West,1.15,4
WH-W103508,WH-E103508,North,2.33,2
WH-C103509,WH-E103509,South,2.48,1
WH-N103510,WH-E103510,East,2.63,1
WH-S103511,WH-E103511,West,1.58,2
WH-E103512,WH-W103512,North,0.52,4
WH-W103513,WH-W103513,South,0.72,4
WH-C103514,WH-W103514,East,1.39,1
WH-N103515,WH-W103515,West,0.67,3
WH-S103516,WH-C103516,North,1.55,2
WH-E103517,WH-C103517,South,2.48,1
WH-W103518,WH-C103518,East,0.98,3
WH-C103519,WH-C103519,West,1.14,2
WH-N103520,WH-N103520,North,1.08,2
WH-S103521,WH-N103521,South,2.7,2
WH-E103522,WH-N103522,East,1.09,3
WH-W103523,WH-N103523,West,0.63,1
WH-C103524,WH-S103524,North,1.43,3
WH-N103525,WH-S103525,South,1.43,3
WH-S103526,WH-S103526,East,2.42,2
WH-E103527,WH-S103527,West,1.15,4
WH-W103528,WH-E103528,North,2.33,2
WH-C103529,WH-E103529,South,2.48,1
WH-N103530,WH-E103530,East,2.63,1
WH-S103531,WH-E103531,West,1.58,2
WH-E103532,WH-W103532,North,0.52,4
WH-W103533,WH-W103533,South,0.72,4
WH-C103534,WH-W103534,East,1.39,1
WH-N103535,WH-W103535,West,0.67,3
WH-S103536,WH-C103536,North,1.55,2
WH-E103537,WH-C103537,South,2.48,1
WH-W103538,WH-C103538,East,0.98,3
WH-C103539,WH-C103539,West,1.14,2
WH-N103540,WH-N103540,North,1.08,2
WH-S103541,WH-N103541,South,2.7,2
WH-E103542,WH-N103542,East,1.09,3
WH-W103543,WH-N103543,West,0.63,1
WH-C103544,WH-S103544,North,1.43,3
WH-N103545,WH-S103545,South,1.43,3
WH-S103546,WH-S103546,East,2.42,2
WH-E103547,WH-S103547,West,1.15,4
WH-W103548,WH-E103548,North,2.33,2
WH-C103549,WH-E103549,South,2.48,1
WH-N103550,WH-E103550,East,2.63,1
WH-S103551,WH-E103551,West,1.58,2
WH-E103552,WH-W103552,North,0.52,4
WH-W103553,WH-W103553,South,0.72,4
WH-C103554,WH-W103554,East,1.39,1
WH-N103555,WH-W103555,West,0.67,3
WH-S103556,WH-C103556,North,1.55,2
WH-E103557,WH-C103557,South,2.48,1
WH-W103558,WH-C103558,East,0.98,3
WH-C103559,WH-C103559,West,1.14,2
WH-N103560,WH-N103560,North,1.08,2
WH-S103561,WH-N103561,South,2.7,2
WH-E103562,WH-N103562,East,1.09,3
WH-W103563,WH-N103563,West,0.63,1
WH-C103564,WH-S103564,North,1.43,3
WH-N103565,WH-S103565,South,1.43,3
WH-S103566,WH-S103566,East,2.42,2
WH-E103567,WH-S103567,West,1.15,4
WH-W103568,WH-E103568,North,2.33,2
WH-C103569,WH-E103569,South,2.48,1
WH-N103570,WH-E103570,East,2.63,1
WH-S103571,WH-E103571,West,1.58,2
WH-E103572,WH-W103572,North,0.52,4
WH-W103573,WH-W103573,South,0.72,4
WH-C103574,WH-W103574,East,1.39,1
WH-N103575,WH-W103575,West,0.67,3
WH-S103576,WH-C103576,North,1.55,2
WH-E103577,WH-C103577,South,2.48,1
WH-W103578,WH-C103578,East,0.98,3
WH-C103579,WH-C103579,West,1.14,2
WH-N103580,WH-N103580,North,1.08,2
WH-S103581,WH-N103581,South,2.7,2
WH-E103582,WH-N103582,East,1.09,3
WH-W103583,WH-N103583,West,0.63,1
WH-C103584,WH-S103584,North,1.43,3
WH-N103585,WH-S103585,South,1.43,3
WH-S103586,WH-S103586,East,2.42,2
WH-E103587,WH-S103587,West,1.15,4
WH-W103588,WH-E103588,North,2.33,2
WH-C103589,WH-E103589,South,2.48,1
WH-N103590,WH-E103590,East,2.63,1
WH-S103591,WH-E103591,West,1.58,2
WH-E103592,WH-W103592,North,0.52,4
WH-W103593,WH-W103593,South,0.72,4
WH-C103594,WH-W103594,East,1.39,1
WH-N103595,WH-W103595,West,0.67,3
WH-S103596,WH-C103596,North,1.55,2
WH-E103597,WH-C103597,South,2.48,1
WH-W103598,WH-C103598,East,0.98,3
WH-C103599,WH-C103599,West,1.14,2
WH-N103600,WH-N103600,North,1.08,2
WH-S103601,WH-N103601,South,2.7,2
WH-E103602,WH-N103602,East,1.09,3
WH-W103603,WH-N103603,West,0.63,1
WH-C103604,WH-S103604,North,1.43,3
WH-N103605,WH-S103605,South,1.43,3
WH-S103606,WH-S103606,East,2.42,2
WH-E103607,WH-S103607,West,1.15,4
WH-W103608,WH-E103608,North,2.33,2
WH-C103609,WH-E103609,South,2.48,1
WH-N103610,WH-E103610,East,2.63,1
WH-S103611,WH-E103611,West,1.58,2
WH-E103612,WH-W103612,North,0.52,4
WH-W103613,WH-W103613,South,0.72,4
WH-C103614,WH-W103614,East,1.39,1
WH-N103615,WH-W103615,West,0.67,3
WH-S103616,WH-C103616,North,1.55,2
WH-E103617,WH-C103617,South,2.48,1
WH-W103618,WH-C103618,East,0.98,3
WH-C103619,WH-C103619,West,1.14,2
WH-N103620,WH-N103620,North,1.08,2
WH-S103621,WH-N103621,South,2.7,2
WH-E103622,WH-N103622,East,1.09,3
WH-W103623,WH-N103623,West,0.63,1
WH-C103624,WH-S103624,North,1.43,3
WH-N103625,WH-S103625,South,1.43,3
WH-S103626,WH-S103626,East,2.42,2
WH-E103627,WH-S103627,West,1.15,4
WH-W103628,WH-E103628,North,2.33,2
WH-C103629,WH-E103629,South,2.48,1
WH-N103630,WH-E103630,East,2.63,1
WH-S103631,WH-E103631,West,1.58,2
WH-E103632,WH-W103632,North,0.52,4
WH-W103633,WH-W103633,South,0.72,4
WH-C103634,WH-W103634,East,1.39,1
WH-N103635,WH-W103635,West,0.67,3
WH-S103636,WH-C103636,North,1.55,2
WH-E103637,WH-C103637,South,2.48,1
WH-W103638,WH-C103638,East,0.98,3
WH-C103639,WH-C103639,West,1.14,2
WH-N103640,WH-N103640,North,1.08,2
WH-S103641,WH-N103641,South,2.7,2
WH-E103642,WH-N103642,East,1.09,3
WH-W103643,WH-N103643,West,0.63,1
WH-C103644,WH-S103644,North,1.43,3
WH-N103645,WH-S103645,South,1.43,3
WH-S103646,WH-S103646,East,2.42,2
WH-E103647,WH-S103647,West,1.15,4
WH-W103648,WH-E103648,North,2.33,2
WH-C103649,WH-E103649,South,2.48,1
WH-N103650,WH-E103650,East,2.63,1
WH-S103651,WH-E103651,West,1.58,2
WH-E103652,WH-W103652,North,0.52,4
WH-W103653,WH-W103653,South,0.72,4
WH-C103654,WH-W103654,East,1.39,1
WH-N103655,WH-W103655,West,0.67,3
WH-S103656,WH-C103656,North,1.55,2
WH-E103657,WH-C103657,South,2.48,1
WH-W103658,WH-C103658,East,0.98,3
WH-C103659,WH-C103659,West,1.14,2
WH-N103660,WH-N103660,North,1.08,2
WH-S103661,WH-N103661,South,2.7,2
WH-E103662,WH-N103662,East,1.09,3
WH-W103663,WH-N103663,West,0.63,1
WH-C103664,WH-S103664,North,1.43,3
WH-N103665,WH-S103665,South,1.43,3
WH-S103666,WH-S103666,East,2.42,2
WH-E103667,WH-S103667,West,1.15,4
WH-W103668,WH-E103668,North,2.33,2
WH-C103669,WH-E103669,South,2.48,1
WH-N103670,WH-E103670,East,2.63,1
WH-S103671,WH-E103671,West,1.58,2
WH-E103672,WH-W103672,North,0.52,4
WH-W103673,WH-W103673,South,0.72,4
WH-C103674,WH-W103674,East,1.39,1
WH-N103675,WH-W103675,West,0.67,3
WH-S103676,WH-C103676,North,1.55,2
WH-E103677,WH-C103677,South,2.48,1
WH-W103678,WH-C103678,East,0.98,3
WH-C103679,WH-C103679,West,1.14,2
WH-N103680,WH-N103680,North,1.08,2
WH-S103681,WH-N103681,South,2.7,2
WH-E103682,WH-N103682,East,1.09,3
WH-W103683,WH-N103683,West,0.63,1
WH-C103684,WH-S103684,North,1.43,3
WH-N103685,WH-S103685,South,1.43,3
WH-S103686,WH-S103686,East,2.42,2
WH-E103687,WH-S103687,West,1.15,4
WH-W103688,WH-E103688,North,2.33,2
WH-C103689,WH-E103689,South,2.48,1
WH-N103690,WH-E103690,East,2.63,1
WH-S103691,WH-E103691,West,1.58,2
WH-E103692,WH-W103692,North,0.52,4
WH-W103693,WH-W103693,South,0.72,4
WH-C103694,WH-W103694,East,1.39,1
WH-N103695,WH-W103695,West,0.67,3
WH-S103696,WH-C103696,North,1.55,2
WH-E103697,WH-C103697,South,2.48,1
WH-W103698,WH-C103698,East,0.98,3
WH-C103699,WH-C103699,West,1.14,2
WH-N103700,WH-N103700,North,1.08,2
WH-S103701,WH-N103701,South,2.7,2
WH-E103702,WH-N103702,East,1.09,3
WH-W103703,WH-N103703,West,0.63,1
WH-C103704,WH-S103704,North,1.43,3
WH-N103705,WH-S103705,South,1.43,3
WH-S103706,WH-S103706,East,2.42,2
WH-E103707,WH-S103707,West,1.15,4
WH-W103708,WH-E103708,North,2.33,2
WH-C103709,WH-E103709,South,2.48,1
WH-N103710,WH-E103710,East,2.63,1
WH-S103711,WH-E103711,West,1.58,2
WH-E103712,WH-W103712,North,0.52,4
WH-W103713,WH-W103713,South,0.72,4
WH-C103714,WH-W103714,East,1.39,1
WH-N103715,WH-W103715,West,0.67,3
WH-S103716,WH-C103716,North,1.55,2
WH-E103717,WH-C103717,South,2.48,1
WH-W103718,WH-C103718,East,0.98,3
WH-C103719,WH-C103719,West,1.14,2
WH-N103720,WH-N103720,North,1.08,2
WH-S103721,WH-N103721,South,2.7,2
WH-E103722,WH-N103722,East,1.09,3
WH-W103723,WH-N103723,West,0.63,1
WH-C103724,WH-S103724,North,1.43,3
WH-N103725,WH-S103725,South,1.43,3
WH-S103726,WH-S103726,East,2.42,2
WH-E103727,WH-S103727,West,1.15,4
WH-W103728,WH-E103728,North,2.33,2
WH-C103729,WH-E103729,South,2.48,1
WH-N103730,WH-E103730,East,2.63,1
WH-S103731,WH-E103731,West,1.58,2
WH-E103732,WH-W103732,North,0.52,4
WH-W103733,WH-W103733,South,0.72,4
WH-C103734,WH-W103734,East,1.39,1
WH-N103735,WH-W103735,West,0.67,3
WH-S103736,WH-C103736,North,1.55,2
WH-E103737,WH-C103737,South,2.48,1
WH-W103738,WH-C103738,East,0.98,3
WH-C103739,WH-C103739,West,1.14,2
WH-N103740,WH-N103740,North,1.08,2
WH-S103741,WH-N103741,South,2.7,2
WH-E103742,WH-N103742,East,1.09,3
WH-W103743,WH-N103743,West,0.63,1
WH-C103744,WH-S103744,North,1.43,3
WH-N103745,WH-S103745,South,1.43,3
WH-S103746,WH-S103746,East,2.42,2
WH-E103747,WH-S103747,West,1.15,4
WH-W103748,WH-E103748,North,2.33,2
WH-C103749,WH-E103749,South,2.48,1
WH-N103750,WH-E103750,East,2.63,1
WH-S103751,WH-E103751,West,1.58,2
WH-E103752,WH-W103752,North,0.52,4
WH-W103753,WH-W103753,South,0.72,4
WH-C103754,WH-W103754,East,1.39,1
WH-N103755,WH-W103755,West,0.67,3
WH-S103756,WH-C103756,North,1.55,2
WH-E103757,WH-C103757,South,2.48,1
WH-W103758,WH-C103758,East,0.98,3
WH-C103759,WH-C103759,West,1.14,2
WH-N103760,WH-N103760,North,1.08,2
WH-S103761,WH-N103761,South,2.7,2
WH-E103762,WH-N103762,East,1.09,3
WH-W103763,WH-N103763,West,0.63,1
WH-C103764,WH-S103764,North,1.43,3
WH-N103765,WH-S103765,South,1.43,3
WH-S103766,WH-S103766,East,2.42,2
WH-E103767,WH-S103767,West,1.15,4
WH-W103768,WH-E103768,North,2.33,2
WH-C103769,WH-E103769,South,2.48,1
WH-N103770,WH-E103770,East,2.63,1
WH-S103771,WH-E103771,West,1.58,2
WH-E103772,WH-W103772,North,0.52,4
WH-W103773,WH-W103773,South,0.72,4
WH-C103774,WH-W103774,East,1.39,1
WH-N103775,WH-W103775,West,0.67,3
WH-S103776,WH-C103776,North,1.55,2
WH-E103777,WH-C103777,South,2.48,1
WH-W103778,WH-C103778,East,0.98,3
WH-C103779,WH-C103779,West,1.14,2
WH-N103780,WH-N103780,North,1.08,2
WH-S103781,WH-N103781,South,2.7,2
WH-E103782,WH-N103782,East,1.09,3
WH-W103783,WH-N103783,West,0.63,1
WH-C103784,WH-S103784,North,1.43,3
WH-N103785,WH-S103785,South,1.43,3
WH-S103786,WH-S103786,East,2.42,2
WH-E103787,WH-S103787,West,1.15,4
WH-W103788,WH-E103788,North,2.33,2
WH-C103789,WH-E103789,South,2.48,1
WH-N103790,WH-E103790,East,2.63,1
WH-S103791,WH-E103791,West,1.58,2
WH-E103792,WH-W103792,North,0.52,4
WH-W103793,WH-W103793,South,0.72,4
WH-C103794,WH-W103794,East,1.39,1
WH-N103795,WH-W103795,West,0.67,3
WH-S103796,WH-C103796,North,1.55,2
WH-E103797,WH-C103797,South,2.48,1
WH-W103798,WH-C103798,East,0.98,3
WH-C103799,WH-C103799,West,1.14,2
WH-N103800,WH-N103800,North,1.08,2
WH-S103801,WH-N103801,South,2.7,2
